data,latitude,longitude,mes,temp_superficie,umidade_relativa,ndvi,ndwi,precipitacao_30d,velocidade_vento,frp_fogo,dist_estrada_km,dist_area_protegida_km,densidade_pop,altitude_m,dias_sem_chuva,estacao_seca,risco_score,risco_desmatamento
2018-02-13,1.4507,-60.7038,2,29.68,70.02,0.5894,0.7413,153.87,13.02,0.88,6.71,23.47,2.51,433.9,0.0,0,0.3223,Baixo
2020-12-03,3.996,-49.2849,12,27.8,78.44,0.6891,0.6077,143.53,5.08,1.81,6.83,70.07,14.72,520.4,0.0,0,0.3717,Médio
2022-09-15,-0.4856,-47.9935,9,32.32,52.78,0.4967,0.2778,64.14,8.89,12.65,29.02,16.56,11.89,273.4,74.8,1,0.5975,Médio
2018-11-15,-2.7317,-71.2512,11,29.5,70.73,0.6493,0.6084,139.39,7.33,11.98,49.04,3.76,4.47,331.1,0.0,0,0.4538,Médio
2020-05-10,-6.6351,-48.263,5,29.31,71.78,0.5947,0.6448,156.82,3.94,2.98,12.24,96.89,3.87,254.7,0.0,0,0.3493,Baixo
2018-06-16,3.6546,-60.4471,6,35.94,58.49,0.485,0.2646,68.92,11.99,6.04,52.11,19.6,0.01,178.1,39.4,1,0.7472,Alto
2021-02-15,2.3213,-58.7079,2,27.97,71.85,0.6118,0.5401,147.62,8.81,1.36,10.39,17.13,0.66,157.1,0.0,0,0.4643,Médio
2020-10-01,-14.0956,-55.4554,10,26.8,74.41,0.6692,0.6312,156.43,22.5,0.88,5.49,9.15,9.76,426.5,0.0,0,0.3116,Baixo
2020-01-14,-14.4727,-47.0613,1,24.88,75.08,0.6004,0.528,147.11,11.32,8.48,10.0,91.09,7.23,331.3,0.0,0,0.2281,Baixo
2020-08-09,-7.4707,-72.4647,8,35.64,45.41,0.5665,0.2255,67.12,17.18,7.46,23.5,9.81,5.71,577.0,31.4,1,0.6504,Alto
2022-06-25,1.2111,-59.6484,6,34.85,47.64,0.4162,0.1083,22.27,5.72,6.19,11.44,40.5,17.57,445.8,33.8,1,0.6047,Médio
2018-12-25,4.7455,-53.7438,12,26.07,76.68,0.6097,0.6949,188.5,9.88,0.02,27.94,85.07,7.01,190.3,0.0,0,0.1042,Baixo
2018-02-11,-11.9917,-52.7642,2,26.92,71.31,0.7339,0.6105,146.89,12.39,1.47,6.76,1.42,4.85,426.1,0.0,0,0.2627,Baixo
2022-04-22,-3.1174,-53.6091,4,27.07,80.28,0.6282,0.5725,124.22,8.37,8.26,30.18,70.59,1.76,254.2,0.0,0,0.1815,Baixo
2020-11-19,-7.3822,-69.2358,11,25.03,79.83,0.5843,0.6551,170.38,10.31,1.48,10.67,21.15,17.19,482.5,0.0,0,0.3004,Baixo
2022-06-14,4.3983,-64.6169,6,32.36,58.6,0.511,0.1114,20.86,11.13,5.4,15.21,42.91,8.59,227.0,52.8,1,0.5798,Médio
2020-12-25,1.8424,-62.956,12,25.73,84.1,0.6262,0.6242,168.62,11.06,0.04,20.4,18.63,0.97,142.1,0.0,0,0.2196,Baixo
2022-01-18,1.7666,-50.4758,1,27.18,74.58,0.6082,0.4823,68.12,19.42,0.88,28.98,47.57,10.47,180.6,4.9,0,0.346,Baixo
2020-02-24,-5.6261,-65.1947,2,26.52,78.24,0.5952,0.6537,150.16,13.51,5.01,6.82,11.74,5.54,188.3,0.0,0,0.2654,Baixo
2021-09-30,-6.7036,-67.1003,9,30.75,52.08,0.6384,0.0751,16.21,13.92,16.34,45.19,0.89,16.68,174.0,40.1,1,0.5238,Médio
2022-07-25,-9.5319,-46.1915,7,38.05,67.26,0.4874,0.0235,0.0,14.16,10.81,31.99,118.1,25.12,214.1,70.1,1,0.6262,Médio
2020-11-10,-13.8725,-72.7518,11,30.51,84.92,0.5537,0.5305,133.4,14.45,2.61,6.67,0.66,9.17,428.5,0.0,0,0.504,Médio
2018-11-26,2.2944,-45.061,11,26.44,75.06,0.7247,0.6178,132.79,11.67,1.63,92.2,69.51,13.15,569.4,0.0,0,0.1313,Baixo
2019-05-06,1.258,-54.049,5,28.54,76.93,0.6806,0.6579,148.56,10.72,1.79,27.33,7.41,0.58,100.5,0.0,0,0.3525,Médio
2018-12-29,4.9944,-49.8029,12,28.83,81.8,0.6117,0.4717,108.98,12.67,1.55,15.06,19.92,8.22,489.5,8.4,0,0.4234,Médio
2019-03-27,4.9327,-64.7507,3,30.38,74.26,0.6033,0.6343,159.49,16.63,2.46,4.29,69.15,14.08,228.3,3.6,0,0.4916,Médio
2019-07-14,-3.8914,-72.5992,7,32.36,51.72,0.5337,0.3337,70.99,16.5,6.09,19.05,9.22,6.87,352.2,46.2,1,0.586,Médio
2020-10-10,0.3797,-52.3397,10,30.18,79.37,0.6377,0.6376,158.43,11.04,2.21,4.5,80.31,9.0,51.9,0.0,0,0.4041,Médio
2020-12-09,3.8953,-49.644,12,26.9,75.39,0.5537,0.7196,174.27,15.07,0.26,14.03,27.55,22.92,378.6,0.0,0,0.2495,Baixo
2020-02-18,1.9929,-52.2667,2,25.33,75.91,0.7394,0.7156,182.84,11.22,0.62,13.14,18.24,2.21,0.8,0.0,0,0.3176,Baixo
2021-01-28,-10.053,-69.0002,1,29.45,70.83,0.6283,0.6287,187.09,12.14,3.62,31.82,43.44,1.03,347.1,0.0,0,0.3768,Médio
2018-05-29,-5.9891,-51.904,5,30.58,66.41,0.7248,0.7027,206.1,10.11,4.68,5.34,16.7,11.73,338.6,0.0,0,0.4668,Médio
2018-06-10,-12.4168,-51.4702,6,39.18,56.18,0.5639,0.1318,15.02,11.27,6.55,43.13,17.06,17.31,328.7,31.5,1,0.7781,Alto
2018-11-10,4.081,-54.5609,11,25.6,79.52,0.5999,0.5621,128.45,17.37,0.06,9.87,52.9,19.0,189.8,0.0,0,0.2929,Baixo
2020-08-03,-2.8765,-51.5488,8,35.4,53.87,0.5517,0.2528,53.5,12.37,10.23,14.67,14.83,10.26,382.4,27.8,1,0.7312,Alto
2019-01-26,-10.4271,-49.3142,1,27.18,82.18,0.6174,0.6629,171.25,12.54,2.42,37.0,8.96,17.91,358.7,2.1,0,0.3466,Baixo
2019-06-01,-1.566,-55.8191,6,35.57,51.48,0.4067,0.0597,53.27,6.21,6.07,24.55,65.94,12.06,268.5,26.6,1,0.7018,Alto
2020-01-01,-2.6374,-70.5191,1,25.06,69.73,0.6288,0.6477,206.68,10.76,1.82,9.21,65.47,0.91,400.8,0.0,0,0.2045,Baixo
2022-01-21,-7.8367,-59.3464,1,25.47,74.66,0.6699,0.4913,150.34,11.03,1.12,12.2,27.53,14.36,285.7,0.0,0,0.2914,Baixo
2018-01-26,-12.7288,-70.8258,1,26.45,74.59,0.6269,0.6343,162.78,8.68,1.25,9.12,29.92,1.98,379.3,0.0,0,0.3021,Baixo
2021-03-31,-1.5685,-61.5888,3,28.16,78.85,0.6346,0.5532,120.59,12.09,4.36,22.58,47.64,2.7,281.1,0.0,0,0.2807,Baixo
2021-05-05,-4.5938,-61.601,5,26.72,71.13,0.7072,0.7423,214.06,10.28,0.35,10.11,28.47,5.02,332.5,0.0,0,0.2192,Baixo
2021-12-28,0.4464,-71.1517,12,29.32,81.84,0.6553,0.5319,139.9,12.32,0.22,32.34,21.59,3.78,386.2,0.0,0,0.3604,Médio
2022-08-30,-4.5967,-63.233,8,36.05,64.83,0.4578,0.1752,20.75,12.49,5.01,21.67,211.1,3.88,240.3,48.3,1,0.6926,Alto
2018-02-06,2.0436,-69.8921,2,29.2,74.8,0.6851,0.615,139.6,8.18,0.75,3.94,6.39,1.85,114.9,6.3,0,0.4821,Médio
2018-10-08,-3.9619,-50.3694,10,31.24,81.25,0.6599,0.4985,130.65,10.41,0.32,9.29,35.93,3.48,341.4,0.0,0,0.3256,Baixo
2022-06-06,-3.7812,-46.4647,6,34.83,49.72,0.3739,0.0429,8.12,12.31,5.5,6.26,86.81,0.2,478.4,53.4,1,0.6588,Alto
2020-04-16,2.5331,-70.9751,4,25.57,80.38,0.6714,0.5686,134.29,16.74,0.02,12.37,46.49,6.4,344.9,5.4,0,0.2391,Baixo
2020-10-27,-6.9303,-46.2568,10,30.73,80.24,0.6696,0.6076,109.03,13.03,0.52,18.14,85.12,14.64,347.7,20.8,0,0.386,Médio
2021-04-25,-12.3197,-58.3679,4,26.79,79.32,0.651,0.6379,126.44,9.35,0.81,17.67,16.4,19.82,293.7,6.4,0,0.3419,Baixo
2021-05-24,-14.4243,-64.6122,5,29.82,74.92,0.6946,0.7451,208.47,13.6,0.06,35.11,12.7,17.17,410.9,0.0,0,0.4139,Médio
2022-08-28,0.1027,-70.8479,8,37.15,40.23,0.4664,0.1676,52.07,18.83,6.87,5.24,76.23,5.39,272.1,31.1,1,0.6992,Alto
2022-12-25,-2.5938,-58.9825,12,28.91,71.79,0.6668,0.6999,177.78,15.67,1.68,73.19,20.04,13.11,231.9,0.0,0,0.2734,Baixo
2021-08-07,-0.9184,-50.7536,8,31.01,51.87,0.4217,0.208,65.32,14.19,5.2,10.5,49.47,3.4,465.8,47.6,1,0.5476,Médio
2019-06-09,-10.7407,-53.2016,6,32.16,50.11,0.5204,0.2317,85.02,14.9,6.81,8.93,6.39,0.57,220.4,34.3,1,0.6568,Alto
2022-05-25,-12.2726,-71.5937,5,30.65,75.61,0.7477,0.3865,96.86,17.76,13.22,28.89,56.4,11.27,433.4,0.0,0,0.4714,Médio
2018-03-31,-14.7091,-70.9587,3,27.66,72.91,0.6003,0.5313,113.1,16.3,5.78,40.94,31.85,10.46,465.9,0.0,0,0.2505,Baixo
2019-02-26,-7.9882,-61.7195,2,28.16,70.88,0.612,0.5203,125.89,14.27,0.01,11.89,12.51,16.18,385.0,0.0,0,0.293,Baixo
2022-06-26,-3.2016,-64.7319,6,35.52,49.71,0.4645,0.1366,15.91,16.27,8.17,34.34,27.29,9.57,112.6,34.9,1,0.7476,Alto
2019-04-13,-7.1551,-66.4932,4,29.39,71.42,0.6565,0.467,140.98,7.67,0.87,53.8,47.75,1.71,304.1,0.0,0,0.3196,Baixo
2019-02-07,-6.2505,-65.1319,2,28.56,80.61,0.5968,0.5817,136.59,5.99,0.13,36.4,0.48,19.18,269.7,0.0,0,0.3552,Médio
2018-09-10,3.0832,-50.5025,9,33.58,51.69,0.5211,0.0516,36.58,12.63,5.7,0.87,40.59,9.87,225.6,40.0,1,0.6831,Alto
2022-04-17,-8.0349,-46.9816,4,27.37,72.43,0.6923,0.6565,151.06,12.27,0.78,43.91,31.2,16.48,321.4,0.0,0,0.2082,Baixo
2020-07-01,-4.7202,-61.6571,7,35.72,52.72,0.5267,0.1427,8.31,9.82,6.48,37.23,9.95,14.88,415.4,36.3,1,0.6736,Alto
2021-05-16,0.6731,-47.6289,5,29.11,76.69,0.5616,0.4555,84.73,15.3,2.16,27.66,55.93,3.54,231.2,6.1,0,0.331,Baixo
2019-03-13,-7.0691,-63.9981,3,27.49,77.28,0.6998,0.5686,120.21,4.55,2.77,35.68,14.47,0.77,274.3,1.9,0,0.3259,Baixo
2021-10-15,-2.5583,-59.6598,10,30.16,59.78,0.6969,0.5181,133.52,9.86,0.56,97.09,12.97,1.94,263.8,0.0,0,0.4132,Médio
2021-10-19,2.2473,-66.6712,10,27.74,80.11,0.6915,0.5888,142.59,10.06,0.78,14.1,25.49,0.97,474.6,0.0,0,0.22,Baixo
2019-07-25,3.9904,-55.0667,7,32.3,62.18,0.5186,0.1397,0.0,5.45,5.74,1.74,45.1,2.79,261.4,38.9,1,0.5567,Médio
2020-01-20,-12.0585,-45.5885,1,26.48,69.75,0.661,0.4158,135.28,17.98,0.9,15.45,105.72,6.15,114.8,0.0,0,0.2768,Baixo
2019-01-18,3.5318,-56.1022,1,26.04,70.14,0.7016,0.5098,116.07,6.56,15.95,1.19,6.1,23.73,64.0,0.0,0,0.2824,Baixo
2022-11-18,-5.1577,-62.9812,11,27.46,72.75,0.7462,0.5913,146.23,9.65,3.01,8.71,20.2,20.56,354.4,0.0,0,0.3159,Baixo
2021-03-24,-9.8351,-54.8611,3,30.47,71.22,0.6023,0.5258,117.81,15.63,7.38,22.1,2.77,12.68,185.9,8.6,0,0.4205,Médio
2022-09-02,-5.8173,-69.5582,9,32.39,56.12,0.5539,0.1819,4.53,14.58,7.36,9.26,56.84,0.24,400.3,58.4,1,0.5236,Médio
2019-07-08,4.6007,-48.1175,7,34.38,45.27,0.4957,0.0438,0.0,7.57,6.04,28.91,23.75,4.18,100.3,36.1,1,0.5141,Médio
2021-11-27,-5.1476,-58.9136,11,26.69,69.41,0.6435,0.5597,145.39,14.73,0.99,43.15,49.09,11.47,219.2,0.0,0,0.3353,Baixo
2021-10-29,-8.425,-60.4182,10,27.48,82.7,0.5732,0.4522,124.01,13.16,1.34,13.64,15.56,1.38,100.4,0.0,0,0.3045,Baixo
2021-06-16,-2.332,-56.5958,6,30.98,50.36,0.4858,0.2899,57.2,21.33,6.08,57.6,74.4,16.15,365.2,26.9,1,0.4271,Médio
2022-10-29,-10.1971,-55.5061,10,27.56,81.22,0.6001,0.612,162.18,13.62,3.52,2.08,30.61,24.6,397.3,0.0,0,0.3573,Médio
2019-12-20,-13.4827,-70.9903,12,27.61,76.78,0.6268,0.5739,147.9,11.44,1.25,45.83,115.02,4.37,350.8,0.0,0,0.1839,Baixo
2018-08-27,-12.4224,-53.8867,8,35.08,45.95,0.4451,0.1095,6.08,8.57,5.7,44.09,3.28,12.24,137.1,38.1,1,0.6277,Médio
2021-05-10,-12.4391,-66.2259,5,28.45,78.18,0.6276,0.6546,161.42,9.02,2.98,9.71,28.88,1.6,188.1,0.0,0,0.4487,Médio
2021-08-23,-11.9619,-53.0093,8,31.6,54.41,0.4797,0.2188,50.72,8.7,8.85,8.87,58.18,11.74,335.1,46.9,1,0.6624,Alto
2020-11-15,-12.2235,-49.969,11,30.17,72.72,0.6548,0.741,154.28,17.48,1.09,9.1,36.67,0.22,46.8,0.0,0,0.3737,Médio
2019-01-13,-2.1825,-50.4892,1,28.42,76.22,0.5693,0.7189,198.11,12.07,2.2,41.7,0.94,1.63,263.8,0.0,0,0.4271,Médio
2020-07-09,-11.3624,-57.53,7,34.4,57.37,0.4277,0.1643,43.79,14.26,5.12,44.54,143.51,12.37,527.5,69.3,1,0.6017,Médio
2019-07-24,-8.0867,-58.4352,7,33.98,58.54,0.5181,0.1867,57.41,18.06,6.51,10.0,14.17,12.44,273.0,34.2,1,0.5634,Médio
2020-02-20,2.9358,-68.9995,2,26.96,80.89,0.6101,0.5884,154.01,2.57,0.09,22.45,11.47,10.25,76.7,11.0,0,0.2365,Baixo
2021-03-23,-5.5208,-51.2903,3,28.44,77.04,0.7037,0.5654,170.27,17.12,0.06,3.74,26.59,6.49,208.9,0.0,0,0.4235,Médio
2021-09-22,-1.6488,-65.4005,9,34.95,48.12,0.5113,0.1142,6.1,12.22,6.9,15.81,31.25,11.24,205.4,32.1,1,0.6002,Médio
2019-02-28,-11.5536,-59.0925,2,24.51,72.63,0.6803,0.6117,136.25,13.74,0.72,167.99,58.15,14.86,621.0,0.0,0,0.2472,Baixo
2020-01-10,-11.1542,-65.0403,1,26.92,89.72,0.7205,0.5903,160.48,8.69,2.71,4.32,19.99,33.96,549.9,0.0,0,0.2488,Baixo
2019-05-07,-14.1826,-69.2528,5,27.49,78.62,0.6345,0.5802,160.26,8.98,4.53,73.7,23.19,21.95,409.6,0.0,0,0.3856,Médio
2018-12-29,-11.6213,-55.3724,12,28.51,86.85,0.6213,0.7063,165.23,13.96,0.3,43.47,30.63,15.82,248.5,0.0,0,0.2902,Baixo
2021-11-30,-9.4282,-71.4787,11,30.39,81.98,0.6936,0.5947,183.01,21.54,2.58,89.58,20.06,11.87,480.1,0.0,0,0.4062,Médio
2022-07-18,-11.4598,-52.0379,7,32.46,56.21,0.5255,-0.0034,0.0,16.01,6.45,4.95,98.39,8.54,130.0,41.7,1,0.6149,Médio
2019-11-07,-13.2259,-64.1076,11,27.0,76.51,0.6406,0.4839,120.77,17.06,0.24,6.0,76.22,1.29,461.5,0.0,0,0.3387,Baixo
2021-10-03,-12.5873,-72.9962,10,26.97,74.82,0.7196,0.5368,156.89,11.23,2.11,0.43,24.28,1.81,439.2,0.0,0,0.2669,Baixo
2022-06-26,-5.7844,-58.6884,6,32.4,46.31,0.4894,0.1358,8.27,9.6,6.88,32.25,0.01,17.16,277.3,35.7,1,0.5581,Médio
2022-03-25,-10.8733,-71.6881,3,27.31,75.09,0.6516,0.7846,251.33,8.88,1.45,25.83,92.48,16.26,470.9,12.7,0,0.2475,Baixo
2018-11-30,-7.7146,-65.2673,11,29.54,81.05,0.6511,0.62,165.47,10.05,5.22,4.9,5.31,9.53,232.9,0.0,0,0.3544,Médio
2022-10-12,-4.9317,-53.2047,10,25.89,72.0,0.6033,0.6529,147.65,3.79,1.47,39.15,11.22,5.78,110.2,25.7,0,0.2773,Baixo
2019-11-19,-1.1921,-71.2447,11,28.86,77.06,0.6539,0.5345,134.54,9.1,9.32,8.89,6.61,0.26,446.7,0.0,0,0.3883,Médio
2019-09-12,-14.2138,-49.4985,9,30.6,59.26,0.5698,0.1699,15.6,9.76,6.42,3.63,7.93,3.96,287.2,40.0,1,0.5835,Médio
2018-04-24,0.9882,-72.893,4,26.88,70.45,0.6722,0.6774,150.9,11.3,0.25,13.73,64.96,5.46,390.3,0.0,0,0.2267,Baixo
2020-06-06,-2.442,-66.0889,6,33.34,52.74,0.5016,0.1439,33.36,12.53,6.27,2.38,34.65,6.65,573.1,43.9,1,0.5218,Médio
2018-07-18,-13.3648,-52.2547,7,37.35,49.91,0.4919,0.1694,16.3,13.45,5.4,7.64,125.03,26.5,191.7,44.0,1,0.7961,Alto
2019-03-30,2.4716,-64.1444,3,27.45,70.89,0.6665,0.5715,141.81,11.94,1.82,11.6,10.53,1.15,278.5,1.9,0,0.3433,Baixo
2019-08-02,3.4174,-70.147,8,29.6,48.56,0.5375,0.2869,70.33,9.67,7.36,47.74,26.59,7.32,535.4,24.0,1,0.4696,Médio
2022-01-16,-13.7784,-62.9135,1,24.0,70.5,0.6805,0.6045,191.54,4.15,1.26,39.32,151.64,4.59,400.3,0.0,0,0.1812,Baixo
2022-05-17,-9.4624,-65.429,5,28.07,82.1,0.6334,0.5328,157.56,9.7,0.21,14.62,70.05,46.15,195.0,0.0,0,0.3384,Baixo
2019-07-07,1.124,-49.4041,7,35.23,50.42,0.5162,0.0804,0.0,8.11,6.26,32.24,52.17,19.8,156.7,30.3,1,0.6128,Médio
2022-04-17,-0.0348,-64.2263,4,28.75,75.63,0.674,0.5879,166.16,13.86,0.17,21.02,8.38,5.78,220.8,0.0,0,0.3284,Baixo
2022-04-14,-11.3096,-50.9099,4,28.34,72.49,0.5996,0.6674,196.63,15.64,2.29,10.42,58.68,80.97,189.2,0.0,0,0.2798,Baixo
2021-10-27,-10.813,-48.0276,10,30.32,80.89,0.6584,0.6712,191.09,15.75,3.12,32.35,17.08,7.22,335.6,0.0,0,0.3287,Baixo
2018-09-25,-7.5906,-60.8531,9,32.92,61.56,0.3919,0.2401,52.03,15.03,11.56,28.76,30.25,1.83,311.8,27.3,1,0.6698,Alto
2021-06-13,-5.3095,-47.5216,6,35.79,59.32,0.5241,0.225,72.67,11.47,5.32,24.13,37.58,8.12,341.9,23.9,1,0.6949,Alto
2022-09-21,-2.6349,-62.4351,9,30.74,56.53,0.533,0.122,31.6,9.91,6.52,24.06,37.6,2.56,173.9,37.2,1,0.5451,Médio
2021-05-30,-7.6217,-46.0058,5,26.19,73.84,0.6874,0.6201,168.84,9.01,1.68,28.72,51.86,10.11,289.4,24.4,0,0.3101,Baixo
2019-08-29,-5.7493,-70.4999,8,30.39,49.04,0.4802,0.0807,9.58,5.97,10.11,12.13,43.35,27.72,8.4,38.2,1,0.584,Médio
2020-07-02,-0.0506,-53.7635,7,33.45,64.72,0.5155,0.1308,38.77,15.97,6.97,50.83,2.83,15.43,321.8,37.9,1,0.6493,Médio
2021-03-24,-14.2663,-59.1732,3,27.91,71.2,0.7212,0.5991,189.89,11.3,0.31,4.43,24.45,3.19,476.3,0.0,0,0.2034,Baixo
2020-07-20,-9.9513,-62.1458,7,34.23,58.32,0.5707,0.1281,12.32,7.01,6.15,53.83,43.63,3.52,86.3,44.0,1,0.5716,Médio
2018-08-07,-0.733,-55.2841,8,34.12,60.3,0.4985,0.0799,4.16,8.69,7.13,10.47,14.04,0.72,372.5,66.8,1,0.7109,Alto
2019-07-24,2.9041,-53.292,7,32.14,52.22,0.507,0.2142,32.92,8.53,7.41,3.34,15.02,3.37,208.3,34.6,1,0.5332,Médio
2022-01-04,-4.7665,-72.8778,1,27.62,80.19,0.7055,0.514,143.2,12.17,3.98,22.91,5.32,0.97,420.4,0.0,0,0.3348,Baixo
2022-04-22,-4.3577,-68.3253,4,25.01,78.82,0.575,0.6118,169.47,16.27,0.4,11.79,21.69,6.92,323.8,2.7,0,0.2612,Baixo
2018-09-08,-12.8566,-53.0347,9,36.73,63.64,0.4838,0.2234,16.4,10.61,11.05,42.25,173.19,12.32,360.7,63.3,1,0.7159,Alto
2022-10-05,-6.0518,-54.3412,10,27.39,72.65,0.7168,0.6561,201.55,2.99,0.12,14.09,13.44,13.91,309.7,0.0,0,0.3242,Baixo
2019-08-24,-4.3477,-45.9507,8,33.02,48.57,0.5488,0.0882,0.0,11.24,13.24,27.61,30.32,0.61,499.2,38.6,1,0.6779,Alto
2021-04-23,-10.1506,-51.6909,4,31.18,72.47,0.6685,0.6144,187.61,11.38,3.9,9.21,54.38,4.15,352.1,0.0,0,0.46,Médio
2021-10-04,-9.6151,-46.3784,10,25.52,76.04,0.5747,0.4867,127.05,11.1,2.16,5.88,0.54,3.4,194.2,0.0,0,0.2016,Baixo
2022-01-21,-7.4543,-53.3289,1,25.75,75.29,0.6475,0.5696,96.12,9.49,2.66,12.28,92.28,1.1,314.8,0.0,0,0.2444,Baixo
2022-09-22,-14.5986,-64.6545,9,31.81,53.03,0.4705,0.1828,37.14,12.87,5.15,23.34,19.55,4.5,244.7,36.9,1,0.5763,Médio
2019-07-26,-8.5584,-70.0498,7,33.86,45.45,0.5166,0.1514,22.36,12.26,5.08,26.75,81.34,3.56,324.4,30.9,1,0.5055,Médio
2022-04-16,-10.771,-51.1089,4,28.86,77.35,0.6095,0.4486,116.71,11.9,0.21,21.58,1.59,10.06,237.0,0.0,0,0.4518,Médio
2018-08-29,-8.4501,-54.9638,8,35.48,64.86,0.4487,0.1179,0.0,13.65,5.18,110.69,6.3,21.48,198.5,78.6,1,0.6643,Alto
2021-07-10,-12.6048,-71.6508,7,39.14,57.32,0.3968,0.2174,29.75,10.28,6.59,29.37,15.58,6.07,329.9,37.1,1,0.7606,Alto
2021-09-16,2.8105,-62.9186,9,29.5,58.05,0.5611,0.276,59.28,10.05,5.49,67.03,16.95,13.73,308.4,44.7,1,0.3789,Médio
2021-05-21,-3.1282,-46.2096,5,29.22,77.86,0.63,0.6685,167.55,17.52,3.94,3.14,75.3,1.58,459.6,0.0,0,0.3351,Baixo
2019-04-06,-1.418,-58.9888,4,26.89,76.99,0.6579,0.5469,151.7,14.24,1.18,1.58,0.45,22.53,237.8,0.0,0,0.2825,Baixo
2022-05-13,0.7834,-60.8836,5,26.83,79.66,0.6499,0.6444,164.37,15.31,2.38,9.31,40.99,1.66,2.9,1.9,0,0.3013,Baixo
2018-11-05,-5.0312,-60.1844,11,26.76,76.98,0.5966,0.6317,149.18,16.9,2.12,3.67,5.63,2.13,245.4,0.0,0,0.2668,Baixo
2018-04-08,-13.2616,-67.1513,4,26.18,73.44,0.587,0.4245,107.11,14.1,0.77,18.66,69.31,1.13,56.0,0.0,0,0.3078,Baixo
2021-08-02,-4.2579,-62.6762,8,37.37,51.02,0.4497,0.0439,0.0,15.71,5.56,18.3,60.31,3.71,362.4,38.9,1,0.8044,Alto
2020-05-17,-3.2632,-62.6452,5,29.68,73.76,0.6138,0.6322,143.9,5.68,0.84,21.39,27.72,8.04,48.9,0.0,0,0.4278,Médio
2022-03-30,-0.0912,-71.5341,3,28.05,76.57,0.6683,0.6342,145.18,12.82,3.19,34.18,9.57,44.22,151.7,0.0,0,0.3425,Baixo
2019-12-01,-6.3668,-51.5081,12,30.7,73.42,0.6102,0.5736,175.53,11.27,1.77,88.8,40.26,15.77,245.6,0.0,0,0.433,Médio
2018-11-04,-12.4484,-61.3379,11,24.97,76.57,0.7373,0.6852,172.72,18.71,0.58,52.65,6.8,4.79,531.6,0.0,0,0.1709,Baixo
2022-03-07,-9.3245,-49.979,3,25.34,77.2,0.7014,0.6411,168.15,15.71,3.41,3.15,8.43,8.58,139.1,0.0,0,0.2186,Baixo
2020-09-28,-7.7384,-49.1903,9,29.64,59.17,0.5404,0.1822,21.59,9.48,5.11,10.33,39.41,9.76,301.9,63.8,1,0.5239,Médio
2018-12-12,-2.0817,-67.0642,12,26.6,81.41,0.644,0.4854,108.58,13.49,2.4,7.39,189.45,17.3,387.0,19.9,0,0.2521,Baixo
2021-08-07,-3.5844,-54.5941,8,34.32,55.39,0.5757,0.217,42.36,12.67,6.16,4.86,88.68,13.34,522.6,28.3,1,0.5595,Médio
2020-07-21,-7.8781,-59.7761,7,34.21,48.46,0.4891,0.2337,45.76,13.82,7.63,19.67,35.97,8.42,416.7,29.1,1,0.6341,Médio
2021-01-07,4.7303,-48.3556,1,28.3,73.27,0.6484,0.4391,78.34,7.92,5.25,20.14,30.93,11.06,464.1,0.0,0,0.3245,Baixo
2020-04-21,-2.8845,-66.9593,4,25.18,75.22,0.6585,0.5508,124.97,13.44,2.77,6.44,257.13,13.7,429.6,0.0,0,0.3088,Baixo
2022-02-21,-10.2555,-54.0212,2,29.61,65.82,0.6851,0.5261,129.27,11.09,1.17,31.11,31.71,1.43,118.6,5.1,0,0.3806,Médio
2022-02-22,-12.9644,-55.9829,2,28.48,81.94,0.6818,0.6897,153.55,13.13,0.33,33.0,21.8,2.24,354.0,9.4,0,0.3259,Baixo
2021-07-18,-11.9428,-64.7316,7,35.47,55.71,0.4762,0.1058,5.9,9.1,8.28,0.53,96.12,11.67,427.3,32.1,1,0.7122,Alto
2018-07-12,-10.0808,-69.1752,7,30.21,56.91,0.4734,0.1116,28.86,9.66,6.23,12.59,10.67,19.0,156.5,30.2,1,0.4482,Médio
2022-03-11,-11.7864,-54.7541,3,28.62,81.83,0.682,0.5516,143.68,16.7,0.16,55.21,4.1,5.26,213.0,0.0,0,0.3809,Médio
2021-05-09,-11.2687,-52.3193,5,25.62,71.85,0.6858,0.5968,145.23,7.79,2.54,18.37,40.21,39.07,179.5,0.0,0,0.206,Baixo
2021-06-26,-9.2981,-64.1624,6,33.21,57.87,0.4803,0.1547,8.51,8.09,5.69,10.68,4.03,2.43,415.9,45.5,1,0.7312,Alto
2019-10-25,-11.5325,-54.9447,10,29.07,74.45,0.5706,0.4949,130.83,11.79,0.1,7.31,18.68,5.39,289.6,0.0,0,0.37,Médio
2022-05-24,2.9353,-61.9363,5,28.18,74.08,0.6396,0.6276,117.59,8.91,4.66,6.97,22.04,4.76,251.9,3.7,0,0.4347,Médio
2021-08-16,-13.3953,-53.0302,8,32.3,51.14,0.5312,0.1982,41.4,8.46,6.32,2.63,31.72,26.63,107.7,34.6,1,0.4399,Médio
2018-07-25,-4.5098,-67.422,7,34.01,63.33,0.5903,0.2176,47.13,12.42,5.66,42.49,191.47,3.36,289.9,28.3,1,0.467,Médio
2020-01-15,-6.7921,-48.074,1,24.94,73.12,0.5901,0.5489,126.88,5.98,2.52,2.27,9.99,6.36,214.9,0.0,0,0.248,Baixo
2022-06-06,4.6476,-64.9525,6,36.3,58.5,0.4787,0.2522,75.62,7.97,9.34,8.64,18.85,2.07,336.5,22.5,1,0.6366,Médio
